claimId,customerId,closed,monthsOpen
482,334,false,8
483,198,true,8
484,315,false,5
485,67,true,12
486,379,false,4
487,456,true,3
488,224,false,12
489,155,true,8
490,344,false,3
491,62,false,10
492,16,false,9
493,157,false,1
494,432,true,10
495,297,false,4
496,283,false,3
497,415,false,10
498,167,false,8
499,410,true,1
500,484,true,8
501,217,true,3
502,423,true,2
503,277,false,10
504,301,true,9
505,206,false,2
506,250,true,2
507,456,false,10
508,83,false,7
509,64,false,7
510,389,true,1
511,244,true,9
512,497,false,6
513,361,false,2
514,234,false,2
515,111,false,12
516,408,true,5
517,218,true,11
518,165,false,6
519,175,true,7
520,261,false,9
521,356,true,9
522,56,true,6
523,392,false,1
524,423,true,8
525,221,true,7
526,490,false,6
527,414,true,11
528,490,true,11
529,412,true,3
530,275,false,2
531,167,true,1
532,95,false,3
533,136,false,12
534,3,true,1
535,61,true,6
536,147,true,8
537,113,true,3
538,193,true,7
539,331,true,4
540,35,true,10
541,131,true,9
542,37,true,10
543,465,true,2
544,363,true,4
545,32,false,7
546,61,true,9
547,309,false,6
548,418,true,1
549,74,false,11
550,125,false,8
551,313,false,1
552,47,true,3
553,403,true,4
554,93,false,7
555,32,true,10
556,94,true,8
557,455,true,5
558,169,false,8
559,351,false,2
560,116,true,1
561,63,true,3
562,109,true,8
563,149,false,8
564,56,false,3
565,63,true,3
566,135,false,8
567,413,true,9
568,414,false,5
569,237,true,6
570,355,true,9
571,347,true,2
572,188,false,2
573,348,true,2
574,102,true,9
575,373,false,12
576,130,false,4
577,175,false,11
578,217,true,5
579,211,true,1
580,346,true,10
581,160,true,11
582,332,true,1
583,354,false,10
584,36,true,10
585,28,false,2
586,470,true,9
587,324,true,12
588,97,false,5
589,344,false,8
590,85,false,6
591,118,true,6
592,165,false,12
593,441,false,9
594,81,true,5
595,132,false,6
596,486,true,5
597,493,false,8
598,490,true,6
599,269,false,11
600,89,true,12
601,127,true,12
602,261,false,3
603,269,false,5
604,46,false,7
605,82,true,10
606,61,false,11
607,41,true,3
608,462,false,11
609,44,false,1
610,342,false,3
611,459,true,11
612,80,true,12
613,434,true,11
614,262,true,5
615,178,true,1
616,317,false,12
617,220,true,11
618,451,false,9
619,495,false,5
620,250,true,1
621,97,false,2
622,443,false,10
623,118,false,4
624,115,false,11
625,426,true,5
626,191,false,5
627,173,false,1
628,122,true,2
629,404,true,9
630,455,false,8
631,422,true,1
632,212,false,9
633,382,true,3
634,159,false,9
635,417,true,1
636,259,false,6
637,366,false,6
638,456,true,6
639,91,false,5
640,229,true,3
641,198,false,5
642,187,true,3
643,266,true,2
644,168,false,10
645,118,false,6
646,389,false,9
647,318,false,11
648,44,true,8
649,179,false,2
650,225,true,4
651,308,false,11
652,285,false,2
653,83,false,11
654,308,false,12
655,81,false,12
656,174,false,11
657,492,true,10
658,166,true,3
659,355,true,3
660,365,true,8
661,249,true,4
662,424,true,11
663,377,false,4
664,81,false,12
665,327,true,9
666,471,true,4
667,348,false,9
668,47,false,10
669,296,true,9
670,225,true,10
671,360,true,7
672,370,false,3
673,88,false,7
674,494,true,5
675,476,true,1
676,436,true,10
677,39,true,4
678,209,false,2
679,30,true,2
680,175,true,9
681,344,true,9
682,370,true,7
683,236,true,10
684,490,false,7
685,395,true,5
686,357,false,4
687,60,true,6
688,122,false,10
689,170,true,7
690,23,false,3
691,348,true,11
692,337,true,10
693,118,true,6
694,270,false,3
695,419,false,9
696,361,true,4
697,457,true,7
698,444,true,8
699,409,false,2
700,119,true,11
701,382,true,9
702,251,true,6
703,359,true,8
704,75,true,11
705,193,false,9
706,163,true,2
707,357,false,8
708,98,true,4
709,347,false,9
710,222,false,6
711,71,false,5
712,367,true,4
713,240,true,6
714,376,true,7
715,367,false,12
716,195,false,8
717,300,false,8
718,153,true,11
719,183,true,2
720,269,true,8
721,399,true,4
722,428,true,8
723,375,false,11
724,173,true,4
725,146,false,7
726,147,true,2
727,98,false,10
728,378,true,12
729,316,true,10
730,363,true,5
731,446,true,8
732,473,false,7
733,130,true,2
734,24,true,8
735,153,false,1
736,160,true,4
737,495,true,9
738,69,false,4
739,72,true,1
740,163,true,9
741,493,true,1
742,302,true,6
743,424,true,10
744,496,true,6
745,13,true,3
746,469,false,3
747,65,true,12
748,192,true,10
749,348,false,6
750,370,true,9
751,477,false,7
752,197,false,5
753,346,true,11
754,418,false,10
755,261,false,10
756,181,true,1
757,249,true,12
758,14,true,4
759,251,false,9
760,176,false,4
761,321,true,11
762,81,true,11
763,24,false,4
764,46,false,2
765,467,false,12
766,239,true,9
767,449,false,3
768,216,true,6
769,414,false,2
770,226,false,6
771,89,true,12
772,97,false,5
773,107,false,7
774,409,false,1
775,391,true,5
776,454,true,6
777,459,true,12
778,494,true,6
779,464,false,7
780,365,true,4
781,118,false,4
782,16,false,12
783,253,true,12
784,150,false,10
785,133,false,2
786,34,true,2
787,132,false,5
788,92,true,8
789,473,true,2
790,132,false,4
791,120,true,4
792,131,true,2
793,375,true,2
794,480,false,10
795,443,true,7
796,83,false,8
797,231,true,9
798,76,true,9
799,4,true,10
800,100,false,3
801,221,false,9
802,190,true,12
803,322,false,1
804,152,true,3
805,168,true,3
806,145,true,5
807,183,true,3
808,290,true,7
809,463,false,9
810,69,true,7
811,95,true,9
812,338,true,8
813,124,true,10
814,236,true,4
815,77,true,8
816,361,true,8
817,459,true,10
818,476,false,1
819,436,false,9
820,28,true,10
821,60,false,8
822,138,false,12
823,133,true,9
824,61,true,12
825,484,true,8
826,99,false,5
827,303,true,3
828,469,false,2
829,72,true,8
830,133,false,3
831,249,false,10
832,87,true,10
833,182,true,9
834,456,true,4
835,194,false,8
836,137,false,12
837,208,true,8
838,289,false,11
839,32,false,8
840,110,false,11
841,73,false,6
842,71,false,5
843,158,false,6
844,158,false,8
845,412,false,4
846,115,true,1
847,244,true,4
848,352,false,6
849,209,true,2
850,8,true,10
851,148,true,9
852,356,true,11
853,241,true,6
854,275,false,2
855,59,false,5
856,218,true,1
857,332,false,9
858,343,true,11
859,467,true,4
860,194,false,12
861,219,false,4
862,248,false,8
863,177,true,1
864,41,true,11
865,456,true,12
866,230,true,7
867,393,true,12
868,71,true,1
869,183,true,8
870,298,true,4
871,289,true,8
872,381,true,12
873,67,false,4
874,5,false,4
875,398,false,10
876,496,true,11
877,481,false,10
878,481,false,4
879,390,false,8
880,250,true,12
881,88,false,9
882,86,false,5
883,124,true,8
884,163,false,9
885,243,true,6
886,234,true,11
887,395,true,6
888,277,false,7
889,182,false,4
890,429,true,5
891,52,false,8
892,256,true,12
893,280,false,11
894,329,false,3
895,225,false,8
896,131,false,4
897,98,true,6
898,304,true,2
899,305,false,5
900,448,false,9
901,378,false,10
902,331,false,9
903,296,true,5
904,162,false,11
905,95,false,9
906,57,true,6
907,432,true,1
908,239,false,2
909,242,true,11
910,369,true,2
911,48,true,1
912,276,false,12
913,72,false,6
914,459,true,2
915,38,true,1
916,66,false,11
917,8,true,6
918,181,true,5
919,144,true,12
920,226,true,2
921,305,true,6
922,4,false,1
923,84,false,11
924,381,false,2
925,290,false,10
926,181,false,8
927,341,false,10
928,282,true,7
929,107,true,3
930,153,false,1
931,96,false,11
932,170,true,3
933,159,false,11
934,70,true,8
935,84,false,4
936,245,true,4
937,307,false,9
938,243,false,6
939,190,false,6
940,4,true,12
941,256,false,8
942,196,true,4
943,306,true,3
944,275,false,9
945,499,false,1
946,296,false,12
947,212,true,4
948,360,false,4
949,466,false,8
950,227,true,12
951,175,true,7
952,241,false,5
953,360,true,2
954,260,false,9
955,366,true,3
956,281,true,7
957,468,false,2
958,190,false,3
959,170,false,4
960,110,false,6
961,35,false,8
962,202,false,12
963,424,false,4
964,474,true,3
965,88,false,10
966,431,true,8
967,245,false,7
968,338,true,3
969,255,false,1
970,309,false,7
971,172,true,1
972,319,false,11
973,82,true,1
974,211,true,10
975,464,true,1
976,24,false,7
977,34,false,10
978,468,false,8
979,1,false,3
980,255,false,7
981,216,false,12
982,333,true,10
983,244,true,4
984,225,true,1
985,60,false,12
986,276,false,10
987,37,true,9
988,157,false,1
989,293,true,10
990,348,true,1
991,55,false,5
992,331,false,2
993,127,true,4
994,120,true,7
995,351,true,2
996,370,true,5
997,377,true,1
998,377,false,10
999,258,false,7
1000,207,true,5
